date,Temperature,value,Laborable,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,lag_15,lag_16,lag_17,lag_18,lag_19,lag_20,lag_21,lag_22,lag_23,lag_24,lag_25,lag_26,lag_27,lag_28,lag_29,lag_30
2014-11-15,13.44375,24138.3125,0,25902.215277777777,29326.5,29678.618055555555,29560.3125,29882.32638888889,28320.604166666668,23554.70833333333,25478.791666666668,28551.625,28652.909722222223,28217.29861111111,28044.0,27214.381944444445,22172.75,23278.041666666668,27223.993055555555,27542.4375,27690.631944444445,27608.006944444445,26827.791666666668,22099.43333333333,24098.83333333333,27374.5,27562.76388888889,28085.83333333333,28235.666666666668,27203.5625,22543.45138888889,24745.77083333333,28008.42361111111
2014-11-16,12.75,29217.1875,0,24138.3125,25902.215277777777,29326.5,29678.618055555555,29560.3125,29882.32638888889,28320.604166666668,23554.70833333333,25478.791666666668,28551.625,28652.909722222223,28217.29861111111,28044.0,27214.381944444445,22172.75,23278.041666666668,27223.993055555555,27542.4375,27690.631944444445,27608.006944444445,26827.791666666668,22099.43333333333,24098.83333333333,27374.5,27562.76388888889,28085.83333333333,28235.666666666668,27203.5625,22543.45138888889,24745.77083333333
2014-11-17,12.025,30245.73611111111,1,29217.1875,24138.3125,25902.215277777777,29326.5,29678.618055555555,29560.3125,29882.32638888889,28320.604166666668,23554.70833333333,25478.791666666668,28551.625,28652.909722222223,28217.29861111111,28044.0,27214.381944444445,22172.75,23278.041666666668,27223.993055555555,27542.4375,27690.631944444445,27608.006944444445,26827.791666666668,22099.43333333333,24098.83333333333,27374.5,27562.76388888889,28085.83333333333,28235.666666666668,27203.5625,22543.45138888889
2014-11-18,11.45625,29972.33333333333,1,30245.73611111111,29217.1875,24138.3125,25902.215277777777,29326.5,29678.618055555555,29560.3125,29882.32638888889,28320.604166666668,23554.70833333333,25478.791666666668,28551.625,28652.909722222223,28217.29861111111,28044.0,27214.381944444445,22172.75,23278.041666666668,27223.993055555555,27542.4375,27690.631944444445,27608.006944444445,26827.791666666668,22099.43333333333,24098.83333333333,27374.5,27562.76388888889,28085.83333333333,28235.666666666668,27203.5625
2014-11-19,13.15,29734.17361111111,1,29972.33333333333,30245.73611111111,29217.1875,24138.3125,25902.215277777777,29326.5,29678.618055555555,29560.3125,29882.32638888889,28320.604166666668,23554.70833333333,25478.791666666668,28551.625,28652.909722222223,28217.29861111111,28044.0,27214.381944444445,22172.75,23278.041666666668,27223.993055555555,27542.4375,27690.631944444445,27608.006944444445,26827.791666666668,22099.43333333333,24098.83333333333,27374.5,27562.76388888889,28085.83333333333,28235.666666666668
2014-11-20,15.00625,29087.465277777777,1,29734.17361111111,29972.33333333333,30245.73611111111,29217.1875,24138.3125,25902.215277777777,29326.5,29678.618055555555,29560.3125,29882.32638888889,28320.604166666668,23554.70833333333,25478.791666666668,28551.625,28652.909722222223,28217.29861111111,28044.0,27214.381944444445,22172.75,23278.041666666668,27223.993055555555,27542.4375,27690.631944444445,27608.006944444445,26827.791666666668,22099.43333333333,24098.83333333333,27374.5,27562.76388888889,28085.83333333333
2014-11-21,15.60625,25775.631944444445,1,29087.465277777777,29734.17361111111,29972.33333333333,30245.73611111111,29217.1875,24138.3125,25902.215277777777,29326.5,29678.618055555555,29560.3125,29882.32638888889,28320.604166666668,23554.70833333333,25478.791666666668,28551.625,28652.909722222223,28217.29861111111,28044.0,27214.381944444445,22172.75,23278.041666666668,27223.993055555555,27542.4375,27690.631944444445,27608.006944444445,26827.791666666668,22099.43333333333,24098.83333333333,27374.5,27562.76388888889
2014-11-22,16.15,24078.569444444445,0,25775.631944444445,29087.465277777777,29734.17361111111,29972.33333333333,30245.73611111111,29217.1875,24138.3125,25902.215277777777,29326.5,29678.618055555555,29560.3125,29882.32638888889,28320.604166666668,23554.70833333333,25478.791666666668,28551.625,28652.909722222223,28217.29861111111,28044.0,27214.381944444445,22172.75,23278.041666666668,27223.993055555555,27542.4375,27690.631944444445,27608.006944444445,26827.791666666668,22099.43333333333,24098.83333333333,27374.5
2014-11-23,16.28125,28392.090277777777,0,24078.569444444445,25775.631944444445,29087.465277777777,29734.17361111111,29972.33333333333,30245.73611111111,29217.1875,24138.3125,25902.215277777777,29326.5,29678.618055555555,29560.3125,29882.32638888889,28320.604166666668,23554.70833333333,25478.791666666668,28551.625,28652.909722222223,28217.29861111111,28044.0,27214.381944444445,22172.75,23278.041666666668,27223.993055555555,27542.4375,27690.631944444445,27608.006944444445,26827.791666666668,22099.43333333333,24098.83333333333
2014-11-24,15.925,29194.069444444445,1,28392.090277777777,24078.569444444445,25775.631944444445,29087.465277777777,29734.17361111111,29972.33333333333,30245.73611111111,29217.1875,24138.3125,25902.215277777777,29326.5,29678.618055555555,29560.3125,29882.32638888889,28320.604166666668,23554.70833333333,25478.791666666668,28551.625,28652.909722222223,28217.29861111111,28044.0,27214.381944444445,22172.75,23278.041666666668,27223.993055555555,27542.4375,27690.631944444445,27608.006944444445,26827.791666666668,22099.43333333333
2014-11-25,14.95,29209.83333333333,1,29194.069444444445,28392.090277777777,24078.569444444445,25775.631944444445,29087.465277777777,29734.17361111111,29972.33333333333,30245.73611111111,29217.1875,24138.3125,25902.215277777777,29326.5,29678.618055555555,29560.3125,29882.32638888889,28320.604166666668,23554.70833333333,25478.791666666668,28551.625,28652.909722222223,28217.29861111111,28044.0,27214.381944444445,22172.75,23278.041666666668,27223.993055555555,27542.4375,27690.631944444445,27608.006944444445,26827.791666666668
2014-11-26,13.60625,29637.6875,1,29209.83333333333,29194.069444444445,28392.090277777777,24078.569444444445,25775.631944444445,29087.465277777777,29734.17361111111,29972.33333333333,30245.73611111111,29217.1875,24138.3125,25902.215277777777,29326.5,29678.618055555555,29560.3125,29882.32638888889,28320.604166666668,23554.70833333333,25478.791666666668,28551.625,28652.909722222223,28217.29861111111,28044.0,27214.381944444445,22172.75,23278.041666666668,27223.993055555555,27542.4375,27690.631944444445,27608.006944444445
2014-11-27,12.45625,29583.4375,1,29637.6875,29209.83333333333,29194.069444444445,28392.090277777777,24078.569444444445,25775.631944444445,29087.465277777777,29734.17361111111,29972.33333333333,30245.73611111111,29217.1875,24138.3125,25902.215277777777,29326.5,29678.618055555555,29560.3125,29882.32638888889,28320.604166666668,23554.70833333333,25478.791666666668,28551.625,28652.909722222223,28217.29861111111,28044.0,27214.381944444445,22172.75,23278.041666666668,27223.993055555555,27542.4375,27690.631944444445
2014-11-28,13.4,26150.340277777777,1,29583.4375,29637.6875,29209.83333333333,29194.069444444445,28392.090277777777,24078.569444444445,25775.631944444445,29087.465277777777,29734.17361111111,29972.33333333333,30245.73611111111,29217.1875,24138.3125,25902.215277777777,29326.5,29678.618055555555,29560.3125,29882.32638888889,28320.604166666668,23554.70833333333,25478.791666666668,28551.625,28652.909722222223,28217.29861111111,28044.0,27214.381944444445,22172.75,23278.041666666668,27223.993055555555,27542.4375
2014-11-29,13.00625,24320.097222222223,0,26150.340277777777,29583.4375,29637.6875,29209.83333333333,29194.069444444445,28392.090277777777,24078.569444444445,25775.631944444445,29087.465277777777,29734.17361111111,29972.33333333333,30245.73611111111,29217.1875,24138.3125,25902.215277777777,29326.5,29678.618055555555,29560.3125,29882.32638888889,28320.604166666668,23554.70833333333,25478.791666666668,28551.625,28652.909722222223,28217.29861111111,28044.0,27214.381944444445,22172.75,23278.041666666668,27223.993055555555
2014-11-30,13.775,28916.63888888889,0,24320.097222222223,26150.340277777777,29583.4375,29637.6875,29209.83333333333,29194.069444444445,28392.090277777777,24078.569444444445,25775.631944444445,29087.465277777777,29734.17361111111,29972.33333333333,30245.73611111111,29217.1875,24138.3125,25902.215277777777,29326.5,29678.618055555555,29560.3125,29882.32638888889,28320.604166666668,23554.70833333333,25478.791666666668,28551.625,28652.909722222223,28217.29861111111,28044.0,27214.381944444445,22172.75,23278.041666666668
2014-12-01,13.8625,29646.13888888889,1,28916.63888888889,24320.097222222223,26150.340277777777,29583.4375,29637.6875,29209.83333333333,29194.069444444445,28392.090277777777,24078.569444444445,25775.631944444445,29087.465277777777,29734.17361111111,29972.33333333333,30245.73611111111,29217.1875,24138.3125,25902.215277777777,29326.5,29678.618055555555,29560.3125,29882.32638888889,28320.604166666668,23554.70833333333,25478.791666666668,28551.625,28652.909722222223,28217.29861111111,28044.0,27214.381944444445,22172.75
2014-12-02,12.4,30011.256944444445,1,29646.13888888889,28916.63888888889,24320.097222222223,26150.340277777777,29583.4375,29637.6875,29209.83333333333,29194.069444444445,28392.090277777777,24078.569444444445,25775.631944444445,29087.465277777777,29734.17361111111,29972.33333333333,30245.73611111111,29217.1875,24138.3125,25902.215277777777,29326.5,29678.618055555555,29560.3125,29882.32638888889,28320.604166666668,23554.70833333333,25478.791666666668,28551.625,28652.909722222223,28217.29861111111,28044.0,27214.381944444445
2014-12-03,10.33125,30218.48611111111,1,30011.256944444445,29646.13888888889,28916.63888888889,24320.097222222223,26150.340277777777,29583.4375,29637.6875,29209.83333333333,29194.069444444445,28392.090277777777,24078.569444444445,25775.631944444445,29087.465277777777,29734.17361111111,29972.33333333333,30245.73611111111,29217.1875,24138.3125,25902.215277777777,29326.5,29678.618055555555,29560.3125,29882.32638888889,28320.604166666668,23554.70833333333,25478.791666666668,28551.625,28652.909722222223,28217.29861111111,28044.0
2014-12-04,10.0125,30098.569444444445,1,30218.48611111111,30011.256944444445,29646.13888888889,28916.63888888889,24320.097222222223,26150.340277777777,29583.4375,29637.6875,29209.83333333333,29194.069444444445,28392.090277777777,24078.569444444445,25775.631944444445,29087.465277777777,29734.17361111111,29972.33333333333,30245.73611111111,29217.1875,24138.3125,25902.215277777777,29326.5,29678.618055555555,29560.3125,29882.32638888889,28320.604166666668,23554.70833333333,25478.791666666668,28551.625,28652.909722222223,28217.29861111111
2014-12-05,9.45,26889.215277777777,1,30098.569444444445,30218.48611111111,30011.256944444445,29646.13888888889,28916.63888888889,24320.097222222223,26150.340277777777,29583.4375,29637.6875,29209.83333333333,29194.069444444445,28392.090277777777,24078.569444444445,25775.631944444445,29087.465277777777,29734.17361111111,29972.33333333333,30245.73611111111,29217.1875,24138.3125,25902.215277777777,29326.5,29678.618055555555,29560.3125,29882.32638888889,28320.604166666668,23554.70833333333,25478.791666666668,28551.625,28652.909722222223
2014-12-06,8.556249999999999,25542.76388888889,0,26889.215277777777,30098.569444444445,30218.48611111111,30011.256944444445,29646.13888888889,28916.63888888889,24320.097222222223,26150.340277777777,29583.4375,29637.6875,29209.83333333333,29194.069444444445,28392.090277777777,24078.569444444445,25775.631944444445,29087.465277777777,29734.17361111111,29972.33333333333,30245.73611111111,29217.1875,24138.3125,25902.215277777777,29326.5,29678.618055555555,29560.3125,29882.32638888889,28320.604166666668,23554.70833333333,25478.791666666668,28551.625
2014-12-07,8.587499999999999,26213.92361111111,0,25542.76388888889,26889.215277777777,30098.569444444445,30218.48611111111,30011.256944444445,29646.13888888889,28916.63888888889,24320.097222222223,26150.340277777777,29583.4375,29637.6875,29209.83333333333,29194.069444444445,28392.090277777777,24078.569444444445,25775.631944444445,29087.465277777777,29734.17361111111,29972.33333333333,30245.73611111111,29217.1875,24138.3125,25902.215277777777,29326.5,29678.618055555555,29560.3125,29882.32638888889,28320.604166666668,23554.70833333333,25478.791666666668
2014-12-08,9.5625,31422.256944444445,1,26213.92361111111,25542.76388888889,26889.215277777777,30098.569444444445,30218.48611111111,30011.256944444445,29646.13888888889,28916.63888888889,24320.097222222223,26150.340277777777,29583.4375,29637.6875,29209.83333333333,29194.069444444445,28392.090277777777,24078.569444444445,25775.631944444445,29087.465277777777,29734.17361111111,29972.33333333333,30245.73611111111,29217.1875,24138.3125,25902.215277777777,29326.5,29678.618055555555,29560.3125,29882.32638888889,28320.604166666668,23554.70833333333
2014-12-09,9.25,31903.14583333333,1,31422.256944444445,26213.92361111111,25542.76388888889,26889.215277777777,30098.569444444445,30218.48611111111,30011.256944444445,29646.13888888889,28916.63888888889,24320.097222222223,26150.340277777777,29583.4375,29637.6875,29209.83333333333,29194.069444444445,28392.090277777777,24078.569444444445,25775.631944444445,29087.465277777777,29734.17361111111,29972.33333333333,30245.73611111111,29217.1875,24138.3125,25902.215277777777,29326.5,29678.618055555555,29560.3125,29882.32638888889,28320.604166666668
2014-12-10,9.299999999999999,31745.118055555555,1,31903.14583333333,31422.256944444445,26213.92361111111,25542.76388888889,26889.215277777777,30098.569444444445,30218.48611111111,30011.256944444445,29646.13888888889,28916.63888888889,24320.097222222223,26150.340277777777,29583.4375,29637.6875,29209.83333333333,29194.069444444445,28392.090277777777,24078.569444444445,25775.631944444445,29087.465277777777,29734.17361111111,29972.33333333333,30245.73611111111,29217.1875,24138.3125,25902.215277777777,29326.5,29678.618055555555,29560.3125,29882.32638888889
2014-12-11,9.85625,31628.756944444445,1,31745.118055555555,31903.14583333333,31422.256944444445,26213.92361111111,25542.76388888889,26889.215277777777,30098.569444444445,30218.48611111111,30011.256944444445,29646.13888888889,28916.63888888889,24320.097222222223,26150.340277777777,29583.4375,29637.6875,29209.83333333333,29194.069444444445,28392.090277777777,24078.569444444445,25775.631944444445,29087.465277777777,29734.17361111111,29972.33333333333,30245.73611111111,29217.1875,24138.3125,25902.215277777777,29326.5,29678.618055555555,29560.3125
2014-12-12,9.28125,28498.680555555555,1,31628.756944444445,31745.118055555555,31903.14583333333,31422.256944444445,26213.92361111111,25542.76388888889,26889.215277777777,30098.569444444445,30218.48611111111,30011.256944444445,29646.13888888889,28916.63888888889,24320.097222222223,26150.340277777777,29583.4375,29637.6875,29209.83333333333,29194.069444444445,28392.090277777777,24078.569444444445,25775.631944444445,29087.465277777777,29734.17361111111,29972.33333333333,30245.73611111111,29217.1875,24138.3125,25902.215277777777,29326.5,29678.618055555555
2014-12-13,10.79375,26643.604166666668,0,28498.680555555555,31628.756944444445,31745.118055555555,31903.14583333333,31422.256944444445,26213.92361111111,25542.76388888889,26889.215277777777,30098.569444444445,30218.48611111111,30011.256944444445,29646.13888888889,28916.63888888889,24320.097222222223,26150.340277777777,29583.4375,29637.6875,29209.83333333333,29194.069444444445,28392.090277777777,24078.569444444445,25775.631944444445,29087.465277777777,29734.17361111111,29972.33333333333,30245.73611111111,29217.1875,24138.3125,25902.215277777777,29326.5
2014-12-14,10.2625,31158.26388888889,0,26643.604166666668,28498.680555555555,31628.756944444445,31745.118055555555,31903.14583333333,31422.256944444445,26213.92361111111,25542.76388888889,26889.215277777777,30098.569444444445,30218.48611111111,30011.256944444445,29646.13888888889,28916.63888888889,24320.097222222223,26150.340277777777,29583.4375,29637.6875,29209.83333333333,29194.069444444445,28392.090277777777,24078.569444444445,25775.631944444445,29087.465277777777,29734.17361111111,29972.33333333333,30245.73611111111,29217.1875,24138.3125,25902.215277777777
2014-12-15,9.8875,31642.166666666668,1,31158.26388888889,26643.604166666668,28498.680555555555,31628.756944444445,31745.118055555555,31903.14583333333,31422.256944444445,26213.92361111111,25542.76388888889,26889.215277777777,30098.569444444445,30218.48611111111,30011.256944444445,29646.13888888889,28916.63888888889,24320.097222222223,26150.340277777777,29583.4375,29637.6875,29209.83333333333,29194.069444444445,28392.090277777777,24078.569444444445,25775.631944444445,29087.465277777777,29734.17361111111,29972.33333333333,30245.73611111111,29217.1875,24138.3125
2014-12-16,10.525,31377.11111111111,1,31642.166666666668,31158.26388888889,26643.604166666668,28498.680555555555,31628.756944444445,31745.118055555555,31903.14583333333,31422.256944444445,26213.92361111111,25542.76388888889,26889.215277777777,30098.569444444445,30218.48611111111,30011.256944444445,29646.13888888889,28916.63888888889,24320.097222222223,26150.340277777777,29583.4375,29637.6875,29209.83333333333,29194.069444444445,28392.090277777777,24078.569444444445,25775.631944444445,29087.465277777777,29734.17361111111,29972.33333333333,30245.73611111111,29217.1875
2014-12-17,10.90625,30870.041666666668,1,31377.11111111111,31642.166666666668,31158.26388888889,26643.604166666668,28498.680555555555,31628.756944444445,31745.118055555555,31903.14583333333,31422.256944444445,26213.92361111111,25542.76388888889,26889.215277777777,30098.569444444445,30218.48611111111,30011.256944444445,29646.13888888889,28916.63888888889,24320.097222222223,26150.340277777777,29583.4375,29637.6875,29209.83333333333,29194.069444444445,28392.090277777777,24078.569444444445,25775.631944444445,29087.465277777777,29734.17361111111,29972.33333333333,30245.73611111111
2014-12-18,11.61875,30318.979166666668,1,30870.041666666668,31377.11111111111,31642.166666666668,31158.26388888889,26643.604166666668,28498.680555555555,31628.756944444445,31745.118055555555,31903.14583333333,31422.256944444445,26213.92361111111,25542.76388888889,26889.215277777777,30098.569444444445,30218.48611111111,30011.256944444445,29646.13888888889,28916.63888888889,24320.097222222223,26150.340277777777,29583.4375,29637.6875,29209.83333333333,29194.069444444445,28392.090277777777,24078.569444444445,25775.631944444445,29087.465277777777,29734.17361111111,29972.33333333333
2014-12-19,10.71875,27394.45138888889,1,30318.979166666668,30870.041666666668,31377.11111111111,31642.166666666668,31158.26388888889,26643.604166666668,28498.680555555555,31628.756944444445,31745.118055555555,31903.14583333333,31422.256944444445,26213.92361111111,25542.76388888889,26889.215277777777,30098.569444444445,30218.48611111111,30011.256944444445,29646.13888888889,28916.63888888889,24320.097222222223,26150.340277777777,29583.4375,29637.6875,29209.83333333333,29194.069444444445,28392.090277777777,24078.569444444445,25775.631944444445,29087.465277777777,29734.17361111111
2014-12-20,10.83125,25465.847222222223,0,27394.45138888889,30318.979166666668,30870.041666666668,31377.11111111111,31642.166666666668,31158.26388888889,26643.604166666668,28498.680555555555,31628.756944444445,31745.118055555555,31903.14583333333,31422.256944444445,26213.92361111111,25542.76388888889,26889.215277777777,30098.569444444445,30218.48611111111,30011.256944444445,29646.13888888889,28916.63888888889,24320.097222222223,26150.340277777777,29583.4375,29637.6875,29209.83333333333,29194.069444444445,28392.090277777777,24078.569444444445,25775.631944444445,29087.465277777777
2014-12-21,10.4875,29363.125,0,25465.847222222223,27394.45138888889,30318.979166666668,30870.041666666668,31377.11111111111,31642.166666666668,31158.26388888889,26643.604166666668,28498.680555555555,31628.756944444445,31745.118055555555,31903.14583333333,31422.256944444445,26213.92361111111,25542.76388888889,26889.215277777777,30098.569444444445,30218.48611111111,30011.256944444445,29646.13888888889,28916.63888888889,24320.097222222223,26150.340277777777,29583.4375,29637.6875,29209.83333333333,29194.069444444445,28392.090277777777,24078.569444444445,25775.631944444445
2014-12-22,9.33125,29429.4375,1,29363.125,25465.847222222223,27394.45138888889,30318.979166666668,30870.041666666668,31377.11111111111,31642.166666666668,31158.26388888889,26643.604166666668,28498.680555555555,31628.756944444445,31745.118055555555,31903.14583333333,31422.256944444445,26213.92361111111,25542.76388888889,26889.215277777777,30098.569444444445,30218.48611111111,30011.256944444445,29646.13888888889,28916.63888888889,24320.097222222223,26150.340277777777,29583.4375,29637.6875,29209.83333333333,29194.069444444445,28392.090277777777,24078.569444444445
2014-12-23,8.412500000000001,26322.041666666668,1,29429.4375,29363.125,25465.847222222223,27394.45138888889,30318.979166666668,30870.041666666668,31377.11111111111,31642.166666666668,31158.26388888889,26643.604166666668,28498.680555555555,31628.756944444445,31745.118055555555,31903.14583333333,31422.256944444445,26213.92361111111,25542.76388888889,26889.215277777777,30098.569444444445,30218.48611111111,30011.256944444445,29646.13888888889,28916.63888888889,24320.097222222223,26150.340277777777,29583.4375,29637.6875,29209.83333333333,29194.069444444445,28392.090277777777
2014-12-24,8.5625,22658.0625,1,26322.041666666668,29429.4375,29363.125,25465.847222222223,27394.45138888889,30318.979166666668,30870.041666666668,31377.11111111111,31642.166666666668,31158.26388888889,26643.604166666668,28498.680555555555,31628.756944444445,31745.118055555555,31903.14583333333,31422.256944444445,26213.92361111111,25542.76388888889,26889.215277777777,30098.569444444445,30218.48611111111,30011.256944444445,29646.13888888889,28916.63888888889,24320.097222222223,26150.340277777777,29583.4375,29637.6875,29209.83333333333,29194.069444444445
2014-12-25,9.05,26095.854166666668,1,22658.0625,26322.041666666668,29429.4375,29363.125,25465.847222222223,27394.45138888889,30318.979166666668,30870.041666666668,31377.11111111111,31642.166666666668,31158.26388888889,26643.604166666668,28498.680555555555,31628.756944444445,31745.118055555555,31903.14583333333,31422.256944444445,26213.92361111111,25542.76388888889,26889.215277777777,30098.569444444445,30218.48611111111,30011.256944444445,29646.13888888889,28916.63888888889,24320.097222222223,26150.340277777777,29583.4375,29637.6875,29209.83333333333
2014-12-26,9.525,26366.25,1,26095.854166666668,22658.0625,26322.041666666668,29429.4375,29363.125,25465.847222222223,27394.45138888889,30318.979166666668,30870.041666666668,31377.11111111111,31642.166666666668,31158.26388888889,26643.604166666668,28498.680555555555,31628.756944444445,31745.118055555555,31903.14583333333,31422.256944444445,26213.92361111111,25542.76388888889,26889.215277777777,30098.569444444445,30218.48611111111,30011.256944444445,29646.13888888889,28916.63888888889,24320.097222222223,26150.340277777777,29583.4375,29637.6875
2014-12-27,9.39375,25273.8125,0,26366.25,26095.854166666668,22658.0625,26322.041666666668,29429.4375,29363.125,25465.847222222223,27394.45138888889,30318.979166666668,30870.041666666668,31377.11111111111,31642.166666666668,31158.26388888889,26643.604166666668,28498.680555555555,31628.756944444445,31745.118055555555,31903.14583333333,31422.256944444445,26213.92361111111,25542.76388888889,26889.215277777777,30098.569444444445,30218.48611111111,30011.256944444445,29646.13888888889,28916.63888888889,24320.097222222223,26150.340277777777,29583.4375
2014-12-28,8.89375,29008.152777777777,0,25273.8125,26366.25,26095.854166666668,22658.0625,26322.041666666668,29429.4375,29363.125,25465.847222222223,27394.45138888889,30318.979166666668,30870.041666666668,31377.11111111111,31642.166666666668,31158.26388888889,26643.604166666668,28498.680555555555,31628.756944444445,31745.118055555555,31903.14583333333,31422.256944444445,26213.92361111111,25542.76388888889,26889.215277777777,30098.569444444445,30218.48611111111,30011.256944444445,29646.13888888889,28916.63888888889,24320.097222222223,26150.340277777777
2014-12-29,6.0,29468.11111111111,1,29008.152777777777,25273.8125,26366.25,26095.854166666668,22658.0625,26322.041666666668,29429.4375,29363.125,25465.847222222223,27394.45138888889,30318.979166666668,30870.041666666668,31377.11111111111,31642.166666666668,31158.26388888889,26643.604166666668,28498.680555555555,31628.756944444445,31745.118055555555,31903.14583333333,31422.256944444445,26213.92361111111,25542.76388888889,26889.215277777777,30098.569444444445,30218.48611111111,30011.256944444445,29646.13888888889,28916.63888888889,24320.097222222223
2014-12-30,5.49375,27415.25,1,29468.11111111111,29008.152777777777,25273.8125,26366.25,26095.854166666668,22658.0625,26322.041666666668,29429.4375,29363.125,25465.847222222223,27394.45138888889,30318.979166666668,30870.041666666668,31377.11111111111,31642.166666666668,31158.26388888889,26643.604166666668,28498.680555555555,31628.756944444445,31745.118055555555,31903.14583333333,31422.256944444445,26213.92361111111,25542.76388888889,26889.215277777777,30098.569444444445,30218.48611111111,30011.256944444445,29646.13888888889,28916.63888888889
2014-12-31,6.8125,23891.20138888889,1,27415.25,29468.11111111111,29008.152777777777,25273.8125,26366.25,26095.854166666668,22658.0625,26322.041666666668,29429.4375,29363.125,25465.847222222223,27394.45138888889,30318.979166666668,30870.041666666668,31377.11111111111,31642.166666666668,31158.26388888889,26643.604166666668,28498.680555555555,31628.756944444445,31745.118055555555,31903.14583333333,31422.256944444445,26213.92361111111,25542.76388888889,26889.215277777777,30098.569444444445,30218.48611111111,30011.256944444445,29646.13888888889
2015-01-01,7.481249999999999,28260.5625,1,23891.20138888889,27415.25,29468.11111111111,29008.152777777777,25273.8125,26366.25,26095.854166666668,22658.0625,26322.041666666668,29429.4375,29363.125,25465.847222222223,27394.45138888889,30318.979166666668,30870.041666666668,31377.11111111111,31642.166666666668,31158.26388888889,26643.604166666668,28498.680555555555,31628.756944444445,31745.118055555555,31903.14583333333,31422.256944444445,26213.92361111111,25542.76388888889,26889.215277777777,30098.569444444445,30218.48611111111,30011.256944444445
2015-01-02,7.7,27586.979166666668,1,28260.5625,23891.20138888889,27415.25,29468.11111111111,29008.152777777777,25273.8125,26366.25,26095.854166666668,22658.0625,26322.041666666668,29429.4375,29363.125,25465.847222222223,27394.45138888889,30318.979166666668,30870.041666666668,31377.11111111111,31642.166666666668,31158.26388888889,26643.604166666668,28498.680555555555,31628.756944444445,31745.118055555555,31903.14583333333,31422.256944444445,26213.92361111111,25542.76388888889,26889.215277777777,30098.569444444445,30218.48611111111
2015-01-03,9.26875,26235.39583333333,0,27586.979166666668,28260.5625,23891.20138888889,27415.25,29468.11111111111,29008.152777777777,25273.8125,26366.25,26095.854166666668,22658.0625,26322.041666666668,29429.4375,29363.125,25465.847222222223,27394.45138888889,30318.979166666668,30870.041666666668,31377.11111111111,31642.166666666668,31158.26388888889,26643.604166666668,28498.680555555555,31628.756944444445,31745.118055555555,31903.14583333333,31422.256944444445,26213.92361111111,25542.76388888889,26889.215277777777,30098.569444444445
2015-01-04,10.21875,28227.11111111111,0,26235.39583333333,27586.979166666668,28260.5625,23891.20138888889,27415.25,29468.11111111111,29008.152777777777,25273.8125,26366.25,26095.854166666668,22658.0625,26322.041666666668,29429.4375,29363.125,25465.847222222223,27394.45138888889,30318.979166666668,30870.041666666668,31377.11111111111,31642.166666666668,31158.26388888889,26643.604166666668,28498.680555555555,31628.756944444445,31745.118055555555,31903.14583333333,31422.256944444445,26213.92361111111,25542.76388888889,26889.215277777777
2015-01-05,8.4375,25226.0625,1,28227.11111111111,26235.39583333333,27586.979166666668,28260.5625,23891.20138888889,27415.25,29468.11111111111,29008.152777777777,25273.8125,26366.25,26095.854166666668,22658.0625,26322.041666666668,29429.4375,29363.125,25465.847222222223,27394.45138888889,30318.979166666668,30870.041666666668,31377.11111111111,31642.166666666668,31158.26388888889,26643.604166666668,28498.680555555555,31628.756944444445,31745.118055555555,31903.14583333333,31422.256944444445,26213.92361111111,25542.76388888889
2015-01-06,8.05625,31584.618055555555,1,25226.0625,28227.11111111111,26235.39583333333,27586.979166666668,28260.5625,23891.20138888889,27415.25,29468.11111111111,29008.152777777777,25273.8125,26366.25,26095.854166666668,22658.0625,26322.041666666668,29429.4375,29363.125,25465.847222222223,27394.45138888889,30318.979166666668,30870.041666666668,31377.11111111111,31642.166666666668,31158.26388888889,26643.604166666668,28498.680555555555,31628.756944444445,31745.118055555555,31903.14583333333,31422.256944444445,26213.92361111111
2015-01-07,8.4375,32694.51388888889,1,31584.618055555555,25226.0625,28227.11111111111,26235.39583333333,27586.979166666668,28260.5625,23891.20138888889,27415.25,29468.11111111111,29008.152777777777,25273.8125,26366.25,26095.854166666668,22658.0625,26322.041666666668,29429.4375,29363.125,25465.847222222223,27394.45138888889,30318.979166666668,30870.041666666668,31377.11111111111,31642.166666666668,31158.26388888889,26643.604166666668,28498.680555555555,31628.756944444445,31745.118055555555,31903.14583333333,31422.256944444445
2015-01-08,8.287500000000001,32282.909722222223,1,32694.51388888889,31584.618055555555,25226.0625,28227.11111111111,26235.39583333333,27586.979166666668,28260.5625,23891.20138888889,27415.25,29468.11111111111,29008.152777777777,25273.8125,26366.25,26095.854166666668,22658.0625,26322.041666666668,29429.4375,29363.125,25465.847222222223,27394.45138888889,30318.979166666668,30870.041666666668,31377.11111111111,31642.166666666668,31158.26388888889,26643.604166666668,28498.680555555555,31628.756944444445,31745.118055555555,31903.14583333333
2015-01-09,9.631250000000001,28717.215277777777,1,32282.909722222223,32694.51388888889,31584.618055555555,25226.0625,28227.11111111111,26235.39583333333,27586.979166666668,28260.5625,23891.20138888889,27415.25,29468.11111111111,29008.152777777777,25273.8125,26366.25,26095.854166666668,22658.0625,26322.041666666668,29429.4375,29363.125,25465.847222222223,27394.45138888889,30318.979166666668,30870.041666666668,31377.11111111111,31642.166666666668,31158.26388888889,26643.604166666668,28498.680555555555,31628.756944444445,31745.118055555555
